year,rank,ticker,company_name,weight,methodology,formula,rank_12_anchor_weight,underlying_value_usd,anchor_value_usd,source_citation
2023,11,UNH,UnitedHealth Group Inc.,0.0122,SEC Form NPORT-P Audited Holdings,"round(valUSD / total_fund_val, 4)",0.0116,"$6,044,340,473.01","$496,970,597,849.56","SPY SEC Form NPORT-P (Accession 0001752724-24-043296, Period 2023-12-31)"
2023,12,LLY,Eli Lilly and Company,0.0116,SEC Form NPORT-P Audited Holdings,"round(valUSD / total_fund_val, 4)",0.0116,"$5,769,574,861.96","$496,970,597,849.56","SPY SEC Form NPORT-P (Accession 0001752724-24-043296, Period 2023-12-31)"
2023,13,V,Visa Inc.,0.0104,SEC Form NPORT-P Audited Holdings,"round(valUSD / total_fund_val, 4)",0.0116,"$5,151,223,397.05","$496,970,597,849.56","SPY SEC Form NPORT-P (Accession 0001752724-24-043296, Period 2023-12-31)"
2023,14,XOM,Exxon Mobil Corporation,0.0100,SEC Form NPORT-P Audited Holdings,"round(valUSD / total_fund_val, 4)",0.0116,"$4,970,933,014.52","$496,970,597,849.56","SPY SEC Form NPORT-P (Accession 0001752724-24-043296, Period 2023-12-31)"
2023,15,JNJ,Johnson & Johnson,0.0094,SEC Form NPORT-P Audited Holdings,"round(valUSD / total_fund_val, 4)",0.0116,"$4,683,361,105.92","$496,970,597,849.56","SPY SEC Form NPORT-P (Accession 0001752724-24-043296, Period 2023-12-31)"
2023,16,MA,Mastercard Incorporated,0.0088,SEC Form NPORT-P Audited Holdings,"round(valUSD / total_fund_val, 4)",0.0116,"$4,383,732,903.48","$496,970,597,849.56","SPY SEC Form NPORT-P (Accession 0001752724-24-043296, Period 2023-12-31)"
2023,17,HD,The Home Depot Inc.,0.0087,SEC Form NPORT-P Audited Holdings,"round(valUSD / total_fund_val, 4)",0.0116,"$4,301,630,195.30","$496,970,597,849.56","SPY SEC Form NPORT-P (Accession 0001752724-24-043296, Period 2023-12-31)"
2023,18,PG,Procter & Gamble Co.,0.0086,SEC Form NPORT-P Audited Holdings,"round(valUSD / total_fund_val, 4)",0.0116,"$4,286,902,701.38","$496,970,597,849.56","SPY SEC Form NPORT-P (Accession 0001752724-24-043296, Period 2023-12-31)"
2023,19,COST,Costco Wholesale Corporation,0.0073,SEC Form NPORT-P Audited Holdings,"round(valUSD / total_fund_val, 4)",0.0116,"$3,627,772,616.72","$496,970,597,849.56","SPY SEC Form NPORT-P (Accession 0001752724-24-043296, Period 2023-12-31)"
2023,20,MRK,Merck & Co. Inc.,0.0069,SEC Form NPORT-P Audited Holdings,"round(valUSD / total_fund_val, 4)",0.0116,"$3,428,970,955.56","$496,970,597,849.56","SPY SEC Form NPORT-P (Accession 0001752724-24-043296, Period 2023-12-31)"
2024,1,AAPL,Apple Inc.,0.0710,Official Factsheet Anchor,W_factsheet,0.0120,,,S&P Dow Jones Indices Year-End Factsheet 2024
2024,2,NVDA,NVIDIA Corporation,0.0680,Official Factsheet Anchor,W_factsheet,0.0120,,,S&P Dow Jones Indices Year-End Factsheet 2024
2024,3,MSFT,Microsoft Corporation,0.0650,Official Factsheet Anchor,W_factsheet,0.0120,,,S&P Dow Jones Indices Year-End Factsheet 2024
2024,4,AMZN,Amazon.com Inc.,0.0380,Official Factsheet Anchor,W_factsheet,0.0120,,,S&P Dow Jones Indices Year-End Factsheet 2024
2024,5,META,Meta Platforms Inc.,0.0270,Official Factsheet Anchor,W_factsheet,0.0120,,,S&P Dow Jones Indices Year-End Factsheet 2024
2024,6,GOOGL,Alphabet Inc. (Class A & C),0.0230,Official Factsheet Anchor,W_factsheet,0.0120,,,S&P Dow Jones Indices Year-End Factsheet 2024
2024,7,BRK.B,Berkshire Hathaway Inc.,0.0180,Official Factsheet Anchor,W_factsheet,0.0120,,,S&P Dow Jones Indices Year-End Factsheet 2024
2024,8,TSLA,Tesla Inc.,0.0170,Official Factsheet Anchor,W_factsheet,0.0120,,,S&P Dow Jones Indices Year-End Factsheet 2024
2024,9,AVGO,Broadcom Inc.,0.0160,Official Factsheet Anchor,W_factsheet,0.0120,,,S&P Dow Jones Indices Year-End Factsheet 2024
2024,10,JPM,JPMorgan Chase & Co.,0.0140,Official Factsheet Anchor,W_factsheet,0.0120,,,S&P Dow Jones Indices Year-End Factsheet 2024
2024,11,LLY,Eli Lilly and Company,0.0130,Official Factsheet Anchor,W_factsheet,0.0120,,,S&P Dow Jones Indices Year-End Factsheet 2024
2024,12,UNH,UnitedHealth Group Inc.,0.0120,Official Factsheet Anchor,W_factsheet,0.0120,,,S&P Dow Jones Indices Year-End Factsheet 2024
2024,13,WMT,Walmart Inc.,0.0111,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0120,$444.00B,$480.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2024
2024,14,V,Visa Inc.,0.0086,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0120,$344.00B,$480.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2024
2024,15,MA,Mastercard Incorporated,0.0084,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0120,$336.00B,$480.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2024
2024,16,XOM,Exxon Mobil Corporation,0.0083,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0120,$332.00B,$480.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2024
2024,17,ORCL,Oracle Corporation,0.0083,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0120,$332.00B,$480.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2024
2024,18,COST,Costco Wholesale Corporation,0.0073,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0120,$292.00B,$480.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2024
2024,19,PG,Procter & Gamble Co.,0.0070,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0120,$280.00B,$480.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2024
2024,20,HD,The Home Depot Inc.,0.0069,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0120,$276.00B,$480.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2024
